# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 0 12', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', ladderQ_timing_secs, heap2tQ_timing_secs
Fri Dec 30 06:14:31 EST 2016, 2908, .40000000000000000000, 7, .47000000000000000000, 377, 32, 17, 9, 13, 2.817, 2.370
Fri Dec 30 06:15:46 EST 2016, 7858, .90000000000000000000, 1, .97000000000000000000, 527, 77, 7, 34, 58, 15.003, 14.623
Fri Dec 30 06:16:32 EST 2016, 5383, .15000000000000000000, 4, .22000000000000000000, 452, 10, 2, 21, 36, 0.683, 0.833
Fri Dec 30 06:18:23 EST 2016, 433, .65000000000000000000, 10, .72000000000000000000, 302, 55, 12, 46, 81, 49.947, 36.687
Fri Dec 30 06:18:33 EST 2016, 588, .39000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.047
Fri Dec 30 06:25:05 EST 2016, 5538, .89000000000000000000, 6, .58000000000000000000, 391, 93, 13, 29, 79, 300.000, 69.527
Fri Dec 30 06:25:41 EST 2016, 8013, .14000000000000000000, 9, .33000000000000000000, 316, 25, 17, 16, 12, 1.660, 1.573
Fri Dec 30 06:27:06 EST 2016, 3063, .64000000000000000000, 3, .83000000000000000000, 466, 70, 8, 41, 57, 26.583, 23.953
Fri Dec 30 06:27:42 EST 2016, 4300, .01000000000000000000, 8, .20000000000000000000, 353, 59, 1, 35, 45, 1.607, 1.570
Fri Dec 30 06:28:48 EST 2016, 9250, .51000000000000000000, 2, .70000000000000000000, 503, 14, 10, 10, 90, 6.103, 4.333
Fri Dec 30 06:30:19 EST 2016, 6775, .26000000000000000000, 5, .45000000000000000000, 578, 81, 15, 47, 23, 33.720, 29.523
Fri Dec 30 06:30:54 EST 2016, 1825, .76000000000000000000, 11, .95000000000000000000, 428, 36, 6, 22, 68, 9.573, 8.683
Fri Dec 30 06:31:50 EST 2016, 2444, .20000000000000000000, 3, .64000000000000000000, 410, 42, 4, 44, 51, 4.990, 4.980
Fri Dec 30 06:38:22 EST 2016, 7394, .70000000000000000000, 9, .14000000000000000000, 560, 87, 14, 19, 96, 300.000, 98.410
Fri Dec 30 06:39:07 EST 2016, 9869, .45000000000000000000, 6, .89000000000000000000, 485, 20, 19, 32, 29, 8.487, 8.830
Fri Dec 30 06:39:53 EST 2016, 4919, .95000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.050
Fri Dec 30 06:40:58 EST 2016, 3681, .32000000000000000000, 10, .52000000000000000000, 522, 76, 2, 13, 40, 3.287, 3.500
Fri Dec 30 06:47:35 EST 2016, 8631, .82000000000000000000, 4, .02000000000000000000, 372, 31, 12, 38, 85, 300.000, 39.100
Fri Dec 30 06:48:06 EST 2016, 6156, .07000000000000000000, 1, .77000000000000000000, 447, 98, 16, --cols, , 0.067, 0.063
Fri Dec 30 06:49:36 EST 2016, 1206, .57000000000000000000, 7, .27000000000000000000, 597, 53, 7, 25, 62, 28.480, 24.917
Fri Dec 30 06:50:27 EST 2016, 897, .10000000000000000000, 9, .48000000000000000000, 456, 28, 13, 39, 59, 14.720, 16.527
