# Timestamp, procs, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max
Thu Jan 12 22:38:50 EST 2017, 1, 1, 0.000, 15, 32.12, 0, 32.12, 32.12, 32.12, 32.12, 32.12, 32.12, 32.12, 15225.3, 3.77124, 15218.4, 15232.2, 15220, 15220, 15228, 15228, 15228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4993097, 0, 4993097, 4993097, 4993097, 4993097, 4993097, 4993097, 4993097, 29498829, 0, 29498829, 29498829, 29498829, 29498829, 29498829, 29498829, 29498829
Thu Jan 12 22:41:21 EST 2017, 1, 2, 0.000, 15, 61.43, 0.0848528, 61.2741, 61.5859, 61.31, 61.31, 61.49, 61.49, 61.49, 34665.3, 1.88562, 34661.8, 34668.8, 34664, 34664, 34664, 34668, 34668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4998985, 0, 4998985, 4998985, 4998985, 4998985, 4998985, 4998985, 4998985, 47388550, 0, 47388550, 47388550, 47388550, 47388550, 47388550, 47388550, 47388550
Thu Jan 12 22:43:42 EST 2017, 1, 5, 0.000, 15, 77.81, 2.67456, 72.8965, 82.7235, 75.66, 75.66, 76.19, 81.58, 81.58, 86693.3, 1.88562, 86689.8, 86696.8, 86692, 86692, 86692, 86696, 86696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 68813670, 0, 68813670, 68813670, 68813670, 68813670, 68813670, 68813670, 68813670
Thu Jan 12 22:45:53 EST 2017, 1, 10, 0.000, 15, 83.96, 5.22158, 74.3673, 93.5527, 76.63, 76.63, 86.85, 88.4, 88.4, 92549.3, 1.88562, 92545.8, 92552.8, 92548, 92548, 92548, 92552, 92552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 74463747, 0, 74463747, 74463747, 74463747, 74463747, 74463747, 74463747, 74463747
Thu Jan 12 22:46:58 EST 2017, 1, 1, 0.250, 15, 27.6933, 2.87061, 22.4196, 32.967, 25.53, 25.53, 25.8, 31.75, 31.75, 14425.3, 1.88562, 14421.8, 14428.8, 14424, 14424, 14424, 14428, 14428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4992618, 0, 4992618, 4992618, 4992618, 4992618, 4992618, 4992618, 4992618, 29498723, 0, 29498723, 29498723, 29498723, 29498723, 29498723, 29498723, 29498723
Thu Jan 12 22:49:14 EST 2017, 1, 2, 0.250, 15, 48.1967, 1.22097, 45.9536, 50.4398, 46.47, 46.47, 49.05, 49.07, 49.07, 36573.3, 3.77124, 36566.4, 36580.2, 36568, 36568, 36576, 36576, 36576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4998975, 0, 4998975, 4998975, 4998975, 4998975, 4998975, 4998975, 4998975, 47388283, 0, 47388283, 47388283, 47388283, 47388283, 47388283, 47388283, 47388283
Thu Jan 12 22:51:50 EST 2017, 1, 5, 0.250, 15, 74.2367, 7.46528, 60.522, 87.9514, 63.68, 63.68, 79.4, 79.63, 79.63, 80486.7, 6.79869, 80474.2, 80499.2, 80480, 80480, 80484, 80496, 80496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 68813794, 0, 68813794, 68813794, 68813794, 68813794, 68813794, 68813794, 68813794
Thu Jan 12 22:54:01 EST 2017, 1, 10, 0.250, 15, 85.89, 6.27913, 74.3544, 97.4256, 77.01, 77.01, 90.31, 90.35, 90.35, 85985.3, 1.88562, 85981.8, 85988.8, 85984, 85984, 85984, 85988, 85988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 74463786, 0, 74463786, 74463786, 74463786, 74463786, 74463786, 74463786, 74463786
Thu Jan 12 22:55:21 EST 2017, 1, 1, 0.000, 20, 47.79, 0.292233, 47.2531, 48.3269, 47.39, 47.39, 47.9, 48.08, 48.08, 20258.7, 1.88562, 20255.2, 20262.2, 20256, 20256, 20260, 20260, 20260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4998364, 0, 4998364, 4998364, 4998364, 4998364, 4998364, 4998364, 4998364, 39331134, 0, 39331134, 39331134, 39331134, 39331134, 39331134, 39331134, 39331134
Thu Jan 12 22:57:52 EST 2017, 1, 2, 0.000, 20, 73.2767, 2.63945, 68.4277, 78.1257, 70.18, 70.18, 73.02, 76.63, 76.63, 81221.3, 1.88562, 81217.8, 81224.8, 81220, 81220, 81220, 81224, 81224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 63180386, 0, 63180386, 63180386, 63180386, 63180386, 63180386, 63180386, 63180386
Thu Jan 12 23:00:43 EST 2017, 1, 5, 0.000, 20, 123.587, 0.359753, 122.926, 124.248, 123.16, 123.16, 123.56, 124.04, 124.04, 111848, 0, 111848, 111848, 111848, 111848, 111848, 111848, 111848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 91749598, 0, 91749598, 91749598, 91749598, 91749598, 91749598, 91749598, 91749598
Thu Jan 12 23:04:24 EST 2017, 1, 10, 0.000, 20, 129.75, 0.905097, 128.087, 131.413, 129.11, 129.11, 129.11, 131.03, 131.03, 119373, 1.88562, 119370, 119376, 119372, 119372, 119372, 119376, 119376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 99285123, 0, 99285123, 99285123, 99285123, 99285123, 99285123, 99285123, 99285123
Thu Jan 12 23:07:00 EST 2017, 1, 1, 0.250, 20, 43.9667, 0.230988, 43.5423, 44.3911, 43.64, 43.64, 44.13, 44.13, 44.13, 18257.3, 3.77124, 18250.4, 18264.2, 18252, 18252, 18260, 18260, 18260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4998302, 0, 4998302, 4998302, 4998302, 4998302, 4998302, 4998302, 4998302, 39330715, 0, 39330715, 39330715, 39330715, 39330715, 39330715, 39330715, 39330715
